Wavelength(um),R_with,R_without
1.23167,0.0439316,0.0341686
1.23267,0.0442039,0.034168
1.23367,0.0444756,0.0341675
1.23467,0.0447468,0.034167
1.23567,0.0450175,0.0341665
1.23667,0.0452876,0.0341659
1.23767,0.0455572,0.0341654
1.23867,0.0458262,0.0341649
1.23967,0.0460946,0.0341644
1.24067,0.0463625,0.0341638
1.24167,0.0466297,0.0341633
1.24267,0.0468964,0.0341628
1.24367,0.0471625,0.0341623
1.24468,0.0474279,0.0341618
1.24568,0.0476928,0.0341612
1.24668,0.0479571,0.0341607
1.24768,0.0482207,0.0341602
1.24868,0.0484837,0.0341597
1.24968,0.0487461,0.0341592
1.25068,0.0490079,0.0341587
1.25168,0.049269,0.0341581
1.25268,0.0495295,0.0341576
1.25368,0.0497893,0.0341571
1.25468,0.0500485,0.0341566
1.25568,0.0503071,0.0341561
1.25669,0.050565,0.0341556
1.25769,0.0508222,0.0341551
1.25869,0.0510788,0.0341546
1.25969,0.0513347,0.0341541
1.26069,0.0515899,0.0341535
1.26169,0.0518445,0.034153
1.26269,0.0520983,0.0341525
1.26369,0.0523515,0.034152
1.26469,0.0526041,0.0341515
1.26569,0.0528559,0.034151
1.26669,0.0531071,0.0341505
1.26769,0.0533575,0.03415
1.26869,0.0536073,0.0341495
1.2697,0.0538564,0.034149
1.2707,0.0541047,0.0341485
1.2717,0.0543524,0.034148
1.2727,0.0545994,0.0341476
1.2737,0.0548456,0.0341471
1.2747,0.0550912,0.0341466
1.2757,0.055336,0.0341461
1.2767,0.0555802,0.0341456
1.2777,0.0558236,0.0341451
1.2787,0.0560663,0.0341446
1.2797,0.0563083,0.0341441
1.2807,0.0565495,0.0341436
1.28171,0.0567901,0.0341432
1.28271,0.0570299,0.0341427
1.28371,0.057269,0.0341422
1.28471,0.0575074,0.0341417
1.28571,0.057745,0.0341412
1.28671,0.057982,0.0341408
1.28771,0.0582181,0.0341403
1.28871,0.0584536,0.0341398
1.28971,0.0586883,0.0341393
1.29071,0.0589223,0.0341389
1.29171,0.0591556,0.0341384
1.29271,0.0593881,0.0341379
1.29371,0.0596199,0.0341375
1.29472,0.0598509,0.034137
1.29572,0.0600812,0.0341365
1.29672,0.0603108,0.0341361
1.29772,0.0605396,0.0341356
1.29872,0.0607676,0.0341351
1.29972,0.060995,0.0341347
1.30072,0.0612216,0.0341342
1.30172,0.0614474,0.0341338
1.30272,0.0616725,0.0341333
1.30372,0.0618968,0.0341328
1.30472,0.0621204,0.0341324
1.30572,0.0623432,0.0341319
1.30673,0.0625653,0.0341315
1.30773,0.0627866,0.034131
1.30873,0.0630072,0.0341306
1.30973,0.063227,0.0341301
1.31073,0.063446,0.0341297
1.31173,0.0636643,0.0341293
1.31273,0.0638819,0.0341288
1.31373,0.0640987,0.0341284
1.31473,0.0643147,0.0341279
1.31573,0.0645299,0.0341275
1.31673,0.0647444,0.0341271
1.31773,0.0649581,0.0341266
1.31873,0.0651711,0.0341262
1.31974,0.0653833,0.0341258
1.32074,0.0655947,0.0341253
1.32174,0.0658053,0.0341249
1.32274,0.0660152,0.0341245
1.32374,0.0662243,0.0341241
1.32474,0.0664326,0.0341236
1.32574,0.0666402,0.0341232
1.32674,0.066847,0.0341228
1.32774,0.0670529,0.0341224
1.32874,0.0672582,0.034122
1.32974,0.0674626,0.0341216
1.33074,0.0676663,0.0341211
1.33175,0.0678691,0.0341207
1.33275,0.0680712,0.0341203
1.33375,0.0682725,0.0341199
1.33475,0.068473,0.0341195
1.33575,0.0686727,0.0341191
1.33675,0.0688716,0.0341187
1.33775,0.0690698,0.0341183
1.33875,0.0692671,0.0341179
1.33975,0.0694636,0.0341175
1.34075,0.0696594,0.0341171
1.34175,0.0698543,0.0341167
1.34275,0.0700484,0.0341163
1.34376,0.0702418,0.0341159
1.34476,0.0704343,0.0341156
1.34576,0.070626,0.0341152
1.34676,0.0708169,0.0341148
1.34776,0.071007,0.0341144
1.34876,0.0711962,0.034114
1.34976,0.0713847,0.0341136
1.35076,0.0715723,0.0341133
1.35176,0.0717591,0.0341129
1.35276,0.0719451,0.0341125
1.35376,0.0721302,0.0341121
1.35476,0.0723146,0.0341118
1.35576,0.0724981,0.0341114
1.35677,0.0726807,0.034111
1.35777,0.0728625,0.0341107
1.35877,0.0730435,0.0341103
1.35977,0.0732237,0.03411
1.36077,0.073403,0.0341096
1.36177,0.0735814,0.0341092
1.36277,0.073759,0.0341089
1.36377,0.0739358,0.0341085
1.36477,0.0741117,0.0341082
1.36577,0.0742867,0.0341078
1.36677,0.0744609,0.0341075
1.36777,0.0746342,0.0341072
1.36878,0.0748067,0.0341068
1.36978,0.0749782,0.0341065
1.37078,0.075149,0.0341061
1.37178,0.0753188,0.0341058
1.37278,0.0754877,0.0341055
1.37378,0.0756558,0.0341051
1.37478,0.075823,0.0341048
1.37578,0.0759893,0.0341045
1.37678,0.0761547,0.0341041
1.37778,0.0763193,0.0341038
1.37878,0.0764829,0.0341035
1.37978,0.0766456,0.0341032
1.38078,0.0768075,0.0341029
1.38179,0.0769684,0.0341025
1.38279,0.0771284,0.0341022
1.38379,0.0772875,0.0341019
1.38479,0.0774457,0.0341016
1.38579,0.077603,0.0341013
1.38679,0.0777593,0.034101
1.38779,0.0779147,0.0341007
1.38879,0.0780692,0.0341004
1.38979,0.0782228,0.0341001
1.39079,0.0783755,0.0340998
1.39179,0.0785272,0.0340995
1.39279,0.0786779,0.0340992
1.3938,0.0788277,0.0340989
1.3948,0.0789766,0.0340986
1.3958,0.0791245,0.0340983
1.3968,0.0792715,0.034098
1.3978,0.0794175,0.0340978
1.3988,0.0795626,0.0340975
1.3998,0.0797067,0.0340972
1.4008,0.0798498,0.0340969
1.4018,0.0799919,0.0340966
1.4028,0.0801331,0.0340964
1.4038,0.0802733,0.0340961
1.4048,0.0804125,0.0340958
1.4058,0.0805508,0.0340956
1.40681,0.0806881,0.0340953
1.40781,0.0808243,0.034095
1.40881,0.0809596,0.0340948
1.40981,0.0810939,0.0340945
1.41081,0.0812272,0.0340942
1.41181,0.0813595,0.034094
1.41281,0.0814908,0.0340937
1.41381,0.0816211,0.0340935
1.41481,0.0817503,0.0340932
1.41581,0.0818786,0.034093
1.41681,0.0820058,0.0340927
1.41781,0.0821321,0.0340925
1.41882,0.0822573,0.0340923
1.41982,0.0823815,0.034092
1.42082,0.0825046,0.0340918
1.42182,0.0826267,0.0340915
1.42282,0.0827478,0.0340913
1.42382,0.0828679,0.0340911
1.42482,0.0829869,0.0340909
1.42582,0.0831049,0.0340906
1.42682,0.0832219,0.0340904
1.42782,0.0833378,0.0340902
1.42882,0.0834526,0.03409
1.42982,0.0835664,0.0340897
1.43082,0.0836792,0.0340895
1.43183,0.0837909,0.0340893
1.43283,0.0839015,0.0340891
1.43383,0.0840111,0.0340889
1.43483,0.0841197,0.0340887
1.43583,0.0842271,0.0340885
1.43683,0.0843335,0.0340883
1.43783,0.0844389,0.0340881
1.43883,0.0845432,0.0340879
1.43983,0.0846464,0.0340877
1.44083,0.0847485,0.0340875
1.44183,0.0848496,0.0340873
1.44283,0.0849495,0.0340871
1.44384,0.0850485,0.0340869
1.44484,0.0851463,0.0340867
1.44584,0.0852431,0.0340865
1.44684,0.0853387,0.0340863
1.44784,0.0854333,0.0340862
1.44884,0.0855268,0.034086
1.44984,0.0856193,0.0340858
1.45084,0.0857106,0.0340856
1.45184,0.0858009,0.0340854
1.45284,0.08589,0.0340853
1.45384,0.0859781,0.0340851
1.45484,0.0860651,0.0340849
1.45584,0.086151,0.0340848
1.45685,0.0862359,0.0340846
1.45785,0.0863196,0.0340844
1.45885,0.0864022,0.0340843
1.45985,0.0864838,0.0340841
1.46085,0.0865643,0.034084
1.46185,0.0866436,0.0340838
1.46285,0.0867219,0.0340837
1.46385,0.0867991,0.0340835
1.46485,0.0868752,0.0340834
1.46585,0.0869502,0.0340832
1.46685,0.0870241,0.0340831
1.46785,0.087097,0.0340829
1.46886,0.0871687,0.0340828
1.46986,0.0872394,0.0340826
1.47086,0.0873089,0.0340825
1.47186,0.0873774,0.0340824
1.47286,0.0874448,0.0340822
1.47386,0.0875111,0.0340821
1.47486,0.0875763,0.034082
1.47586,0.0876404,0.0340819
1.47686,0.0877035,0.0340817
1.47786,0.0877654,0.0340816
1.47886,0.0878263,0.0340815
1.47986,0.0878861,0.0340814
1.48086,0.0879448,0.0340812
1.48187,0.0880025,0.0340811
1.48287,0.0880591,0.034081
1.48387,0.0881145,0.0340809
1.48487,0.088169,0.0340808
1.48587,0.0882223,0.0340807
1.48687,0.0882746,0.0340806
1.48787,0.0883258,0.0340805
1.48887,0.088376,0.0340804
1.48987,0.0884251,0.0340803
1.49087,0.0884731,0.0340802
1.49187,0.0885201,0.0340801
1.49287,0.088566,0.03408
1.49388,0.0886108,0.0340799
1.49488,0.0886547,0.0340798
1.49588,0.0886974,0.0340797
1.49688,0.0887391,0.0340796
1.49788,0.0887798,0.0340795
1.49888,0.0888195,0.0340794
1.49988,0.0888581,0.0340793
1.50088,0.0888956,0.0340793
1.50188,0.0889322,0.0340792
1.50288,0.0889677,0.0340791
1.50388,0.0890022,0.034079
1.50488,0.0890356,0.0340789
1.50588,0.0890681,0.0340789
1.50689,0.0890995,0.0340788
1.50789,0.0891299,0.0340787
1.50889,0.0891593,0.0340787
1.50989,0.0891877,0.0340786
1.51089,0.0892151,0.0340785
1.51189,0.0892416,0.0340785
1.51289,0.089267,0.0340784
1.51389,0.0892914,0.0340783
1.51489,0.0893149,0.0340783
1.51589,0.0893373,0.0340782
1.51689,0.0893588,0.0340782
1.51789,0.0893794,0.0340781
1.5189,0.0893989,0.0340781
1.5199,0.0894175,0.034078
1.5209,0.0894351,0.034078
1.5219,0.0894518,0.0340779
1.5229,0.0894676,0.0340779
1.5239,0.0894823,0.0340778
1.5249,0.0894962,0.0340778
1.5259,0.0895091,0.0340777
1.5269,0.0895211,0.0340777
1.5279,0.0895321,0.0340777
1.5289,0.0895423,0.0340776
1.5299,0.0895515,0.0340776
1.5309,0.0895598,0.0340775
1.53191,0.0895672,0.0340775
1.53291,0.0895737,0.0340775
1.53391,0.0895793,0.0340775
1.53491,0.089584,0.0340774
1.53591,0.0895878,0.0340774
1.53691,0.0895908,0.0340774
1.53791,0.0895929,0.0340774
1.53891,0.0895941,0.0340773
1.53991,0.0895944,0.0340773
1.54091,0.0895939,0.0340773
1.54191,0.0895925,0.0340773
1.54291,0.0895903,0.0340773
1.54392,0.0895872,0.0340772
1.54492,0.0895833,0.0340772
1.54592,0.0895786,0.0340772
1.54692,0.089573,0.0340772
1.54792,0.0895666,0.0340772
1.54892,0.0895595,0.0340772
1.54992,0.0895515,0.0340772
1.55092,0.0895427,0.0340772
1.55192,0.0895331,0.0340772
1.55292,0.0895227,0.0340772
1.55392,0.0895115,0.0340772
1.55492,0.0894995,0.0340772
1.55592,0.0894868,0.0340772
1.55693,0.0894733,0.0340772
1.55793,0.0894591,0.0340772
1.55893,0.0894441,0.0340772
1.55993,0.0894283,0.0340772
1.56093,0.0894118,0.0340772
1.56193,0.0893946,0.0340772
1.56293,0.0893766,0.0340772
1.56393,0.0893579,0.0340772
1.56493,0.0893385,0.0340773
1.56593,0.0893183,0.0340773
1.56693,0.0892975,0.0340773
1.56793,0.089276,0.0340773
1.56894,0.0892537,0.0340773
1.56994,0.0892308,0.0340773
1.57094,0.0892072,0.0340774
1.57194,0.0891829,0.0340774
1.57294,0.089158,0.0340774
1.57394,0.0891324,0.0340774
1.57494,0.0891061,0.0340775
1.57594,0.0890792,0.0340775
1.57694,0.0890516,0.0340775
1.57794,0.0890234,0.0340775
1.57894,0.0889945,0.0340776
1.57994,0.088965,0.0340776
1.58094,0.088935,0.0340776
1.58195,0.0889042,0.0340777
1.58295,0.0888729,0.0340777
1.58395,0.088841,0.0340778
1.58495,0.0888085,0.0340778
1.58595,0.0887754,0.0340778
1.58695,0.0887417,0.0340779
1.58795,0.0887074,0.0340779
1.58895,0.0886725,0.034078
1.58995,0.0886371,0.034078
1.59095,0.0886011,0.034078
1.59195,0.0885646,0.0340781
1.59295,0.0885275,0.0340781
1.59396,0.0884899,0.0340782
1.59496,0.0884517,0.0340782
1.59596,0.088413,0.0340783
1.59696,0.0883738,0.0340783
1.59796,0.088334,0.0340784
1.59896,0.0882938,0.0340784
1.59996,0.088253,0.0340785
1.60096,0.0882117,0.0340785
1.60196,0.08817,0.0340786
1.60296,0.0881277,0.0340787
1.60396,0.088085,0.0340787
1.60496,0.0880417,0.0340788
1.60596,0.087998,0.0340788
1.60697,0.0879539,0.0340789
1.60797,0.0879092,0.034079
1.60897,0.0878641,0.034079
1.60997,0.0878186,0.0340791
1.61097,0.0877726,0.0340792
1.61197,0.0877262,0.0340792
1.61297,0.0876793,0.0340793
1.61397,0.087632,0.0340794
1.61497,0.0875843,0.0340794
1.61597,0.0875361,0.0340795
1.61697,0.0874876,0.0340796
1.61797,0.0874386,0.0340796
1.61898,0.0873892,0.0340797
1.61998,0.0873395,0.0340798
1.62098,0.0872893,0.0340798
1.62198,0.0872388,0.0340799
1.62298,0.0871878,0.03408
1.62398,0.0871365,0.0340801
1.62498,0.0870848,0.0340802
1.62598,0.0870328,0.0340802
1.62698,0.0869803,0.0340803
1.62798,0.0869275,0.0340804
1.62898,0.0868744,0.0340805
1.62998,0.0868209,0.0340806
1.63098,0.0867671,0.0340806
1.63199,0.0867129,0.0340807
1.63299,0.0866584,0.0340808
1.63399,0.0866036,0.0340809
1.63499,0.0865484,0.034081
1.63599,0.0864929,0.0340811
1.63699,0.0864371,0.0340811
1.63799,0.086381,0.0340812
1.63899,0.0863245,0.0340813
1.63999,0.0862678,0.0340814
1.64099,0.0862108,0.0340815
1.64199,0.0861534,0.0340816
1.64299,0.0860958,0.0340817
1.644,0.0860379,0.0340818
1.645,0.0859797,0.0340819
1.646,0.0859212,0.034082
1.647,0.0858624,0.0340821
1.648,0.0858034,0.0340822
1.649,0.0857441,0.0340823
1.65,0.0856845,0.0340824
