Wavelength(um),R_with,R_without
1.24067,0.0470895,0.0341638
1.24167,0.0475469,0.0341633
1.24267,0.0480048,0.0341628
1.24367,0.0484632,0.0341623
1.24468,0.0489219,0.0341618
1.24568,0.0493809,0.0341612
1.24668,0.0498402,0.0341607
1.24768,0.0502997,0.0341602
1.24868,0.0507593,0.0341597
1.24968,0.0512191,0.0341592
1.25068,0.0516788,0.0341587
1.25168,0.0521385,0.0341581
1.25268,0.052598,0.0341576
1.25368,0.0530575,0.0341571
1.25468,0.0535167,0.0341566
1.25568,0.0539756,0.0341561
1.25669,0.0544341,0.0341556
1.25769,0.0548923,0.0341551
1.25869,0.0553499,0.0341546
1.25969,0.0558071,0.0341541
1.26069,0.0562636,0.0341535
1.26169,0.0567195,0.034153
1.26269,0.0571746,0.0341525
1.26369,0.057629,0.034152
1.26469,0.0580825,0.0341515
1.26569,0.058535,0.034151
1.26669,0.0589866,0.0341505
1.26769,0.0594372,0.03415
1.26869,0.0598866,0.0341495
1.2697,0.0603349,0.034149
1.2707,0.060782,0.0341485
1.2717,0.0612277,0.034148
1.2727,0.0616721,0.0341476
1.2737,0.0621151,0.0341471
1.2747,0.0625566,0.0341466
1.2757,0.0629965,0.0341461
1.2767,0.0634349,0.0341456
1.2777,0.0638716,0.0341451
1.2787,0.0643066,0.0341446
1.2797,0.0647398,0.0341441
1.2807,0.0651712,0.0341436
1.28171,0.0656007,0.0341432
1.28271,0.0660282,0.0341427
1.28371,0.0664537,0.0341422
1.28471,0.0668772,0.0341417
1.28571,0.0672986,0.0341412
1.28671,0.0677178,0.0341408
1.28771,0.0681347,0.0341403
1.28871,0.0685494,0.0341398
1.28971,0.0689618,0.0341393
1.29071,0.0693718,0.0341389
1.29171,0.0697794,0.0341384
1.29271,0.0701845,0.0341379
1.29371,0.0705871,0.0341375
1.29472,0.0709872,0.034137
1.29572,0.0713846,0.0341365
1.29672,0.0717794,0.0341361
1.29772,0.0721714,0.0341356
1.29872,0.0725608,0.0341351
1.29972,0.0729474,0.0341347
1.30072,0.0733311,0.0341342
1.30172,0.073712,0.0341338
1.30272,0.0740901,0.0341333
1.30372,0.0744652,0.0341328
1.30472,0.0748373,0.0341324
1.30572,0.0752064,0.0341319
1.30673,0.0755726,0.0341315
1.30773,0.0759356,0.034131
1.30873,0.0762956,0.0341306
1.30973,0.0766525,0.0341301
1.31073,0.0770063,0.0341297
1.31173,0.0773568,0.0341293
1.31273,0.0777042,0.0341288
1.31373,0.0780484,0.0341284
1.31473,0.0783894,0.0341279
1.31573,0.0787271,0.0341275
1.31673,0.0790616,0.0341271
1.31773,0.0793928,0.0341266
1.31873,0.0797207,0.0341262
1.31974,0.0800452,0.0341258
1.32074,0.0803665,0.0341253
1.32174,0.0806844,0.0341249
1.32274,0.080999,0.0341245
1.32374,0.0813102,0.0341241
1.32474,0.0816181,0.0341236
1.32574,0.0819226,0.0341232
1.32674,0.0822238,0.0341228
1.32774,0.0825216,0.0341224
1.32874,0.082816,0.034122
1.32974,0.0831071,0.0341216
1.33074,0.0833947,0.0341211
1.33175,0.0836791,0.0341207
1.33275,0.0839601,0.0341203
1.33375,0.0842377,0.0341199
1.33475,0.084512,0.0341195
1.33575,0.0847829,0.0341191
1.33675,0.0850505,0.0341187
1.33775,0.0853149,0.0341183
1.33875,0.0855759,0.0341179
1.33975,0.0858336,0.0341175
1.34075,0.0860881,0.0341171
1.34175,0.0863393,0.0341167
1.34275,0.0865872,0.0341163
1.34376,0.086832,0.0341159
1.34476,0.0870736,0.0341156
1.34576,0.0873119,0.0341152
1.34676,0.0875472,0.0341148
1.34776,0.0877793,0.0341144
1.34876,0.0880083,0.034114
1.34976,0.0882342,0.0341136
1.35076,0.0884571,0.0341133
1.35176,0.088677,0.0341129
1.35276,0.0888939,0.0341125
1.35376,0.0891078,0.0341121
1.35476,0.0893188,0.0341118
1.35576,0.0895269,0.0341114
1.35677,0.0897321,0.034111
1.35777,0.0899345,0.0341107
1.35877,0.0901341,0.0341103
1.35977,0.090331,0.03411
1.36077,0.0905251,0.0341096
1.36177,0.0907166,0.0341092
1.36277,0.0909054,0.0341089
1.36377,0.0910916,0.0341085
1.36477,0.0912753,0.0341082
1.36577,0.0914564,0.0341078
1.36677,0.0916351,0.0341075
1.36777,0.0918113,0.0341072
1.36878,0.0919851,0.0341068
1.36978,0.0921566,0.0341065
1.37078,0.0923258,0.0341061
1.37178,0.0924927,0.0341058
1.37278,0.0926574,0.0341055
1.37378,0.0928199,0.0341051
1.37478,0.0929803,0.0341048
1.37578,0.0931387,0.0341045
1.37678,0.093295,0.0341041
1.37778,0.0934493,0.0341038
1.37878,0.0936017,0.0341035
1.37978,0.0937522,0.0341032
1.38078,0.0939009,0.0341029
1.38179,0.0940478,0.0341025
1.38279,0.094193,0.0341022
1.38379,0.0943365,0.0341019
1.38479,0.0944784,0.0341016
1.38579,0.0946186,0.0341013
1.38679,0.0947574,0.034101
1.38779,0.0948946,0.0341007
1.38879,0.0950304,0.0341004
1.38979,0.0951649,0.0341001
1.39079,0.095298,0.0340998
1.39179,0.0954298,0.0340995
1.39279,0.0955604,0.0340992
1.3938,0.0956898,0.0340989
1.3948,0.0958181,0.0340986
1.3958,0.0959453,0.0340983
1.3968,0.0960715,0.034098
1.3978,0.0961967,0.0340978
1.3988,0.0963209,0.0340975
1.3998,0.0964443,0.0340972
1.4008,0.0965669,0.0340969
1.4018,0.0966887,0.0340966
1.4028,0.0968097,0.0340964
1.4038,0.0969301,0.0340961
1.4048,0.0970498,0.0340958
1.4058,0.097169,0.0340956
1.40681,0.0972876,0.0340953
1.40781,0.0974057,0.034095
1.40881,0.0975234,0.0340948
1.40981,0.0976407,0.0340945
1.41081,0.0977576,0.0340942
1.41181,0.0978742,0.034094
1.41281,0.0979906,0.0340937
1.41381,0.0981068,0.0340935
1.41481,0.0982228,0.0340932
1.41581,0.0983386,0.034093
1.41681,0.0984544,0.0340927
1.41781,0.0985701,0.0340925
1.41882,0.0986859,0.0340923
1.41982,0.0988016,0.034092
1.42082,0.0989175,0.0340918
1.42182,0.0990335,0.0340915
1.42282,0.0991496,0.0340913
1.42382,0.0992659,0.0340911
1.42482,0.0993825,0.0340909
1.42582,0.0994994,0.0340906
1.42682,0.0996166,0.0340904
1.42782,0.0997341,0.0340902
1.42882,0.099852,0.03409
1.42982,0.0999703,0.0340897
1.43082,0.100089,0.0340895
1.43183,0.100208,0.0340893
1.43283,0.100328,0.0340891
1.43383,0.100448,0.0340889
1.43483,0.100569,0.0340887
1.43583,0.100691,0.0340885
1.43683,0.100813,0.0340883
1.43783,0.100936,0.0340881
1.43883,0.101059,0.0340879
1.43983,0.101183,0.0340877
1.44083,0.101308,0.0340875
1.44183,0.101434,0.0340873
1.44283,0.101561,0.0340871
1.44384,0.101688,0.0340869
1.44484,0.101816,0.0340867
1.44584,0.101945,0.0340865
1.44684,0.102075,0.0340863
1.44784,0.102206,0.0340862
1.44884,0.102337,0.034086
1.44984,0.10247,0.0340858
1.45084,0.102603,0.0340856
1.45184,0.102738,0.0340854
1.45284,0.102873,0.0340853
1.45384,0.10301,0.0340851
1.45484,0.103147,0.0340849
1.45584,0.103286,0.0340848
1.45685,0.103425,0.0340846
1.45785,0.103566,0.0340844
1.45885,0.103708,0.0340843
1.45985,0.10385,0.0340841
1.46085,0.103994,0.034084
1.46185,0.104139,0.0340838
1.46285,0.104285,0.0340837
1.46385,0.104432,0.0340835
1.46485,0.10458,0.0340834
1.46585,0.104729,0.0340832
1.46685,0.104879,0.0340831
1.46785,0.10503,0.0340829
1.46886,0.105182,0.0340828
1.46986,0.105336,0.0340826
1.47086,0.10549,0.0340825
1.47186,0.105646,0.0340824
1.47286,0.105803,0.0340822
1.47386,0.105961,0.0340821
1.47486,0.106119,0.034082
1.47586,0.106279,0.0340819
1.47686,0.10644,0.0340817
1.47786,0.106602,0.0340816
1.47886,0.106765,0.0340815
1.47986,0.106929,0.0340814
1.48086,0.107095,0.0340812
1.48187,0.107261,0.0340811
1.48287,0.107428,0.034081
1.48387,0.107596,0.0340809
1.48487,0.107765,0.0340808
1.48587,0.107935,0.0340807
1.48687,0.108106,0.0340806
1.48787,0.108278,0.0340805
1.48887,0.108451,0.0340804
1.48987,0.108625,0.0340803
1.49087,0.1088,0.0340802
1.49187,0.108976,0.0340801
1.49287,0.109152,0.03408
1.49388,0.109329,0.0340799
1.49488,0.109508,0.0340798
1.49588,0.109686,0.0340797
1.49688,0.109866,0.0340796
1.49788,0.110047,0.0340795
1.49888,0.110228,0.0340794
1.49988,0.11041,0.0340793
1.50088,0.110593,0.0340793
1.50188,0.110776,0.0340792
1.50288,0.11096,0.0340791
1.50388,0.111144,0.034079
1.50488,0.11133,0.0340789
1.50588,0.111515,0.0340789
1.50689,0.111702,0.0340788
1.50789,0.111888,0.0340787
1.50889,0.112076,0.0340787
1.50989,0.112264,0.0340786
1.51089,0.112452,0.0340785
1.51189,0.11264,0.0340785
1.51289,0.11283,0.0340784
1.51389,0.113019,0.0340783
1.51489,0.113209,0.0340783
1.51589,0.113399,0.0340782
1.51689,0.113589,0.0340782
1.51789,0.11378,0.0340781
1.5189,0.11397,0.0340781
1.5199,0.114161,0.034078
1.5209,0.114352,0.034078
1.5219,0.114544,0.0340779
1.5229,0.114735,0.0340779
1.5239,0.114926,0.0340778
1.5249,0.115118,0.0340778
1.5259,0.115309,0.0340777
1.5269,0.115501,0.0340777
1.5279,0.115692,0.0340777
1.5289,0.115883,0.0340776
1.5299,0.116074,0.0340776
1.5309,0.116265,0.0340775
1.53191,0.116456,0.0340775
1.53291,0.116646,0.0340775
1.53391,0.116837,0.0340775
1.53491,0.117027,0.0340774
1.53591,0.117216,0.0340774
1.53691,0.117406,0.0340774
1.53791,0.117594,0.0340774
1.53891,0.117783,0.0340773
1.53991,0.117971,0.0340773
1.54091,0.118158,0.0340773
1.54191,0.118345,0.0340773
1.54291,0.118532,0.0340773
1.54392,0.118718,0.0340772
1.54492,0.118903,0.0340772
1.54592,0.119088,0.0340772
1.54692,0.119271,0.0340772
1.54792,0.119455,0.0340772
1.54892,0.119637,0.0340772
1.54992,0.119819,0.0340772
1.55092,0.119999,0.0340772
1.55192,0.120179,0.0340772
1.55292,0.120359,0.0340772
1.55392,0.120537,0.0340772
1.55492,0.120714,0.0340772
1.55592,0.12089,0.0340772
1.55693,0.121066,0.0340772
1.55793,0.12124,0.0340772
1.55893,0.121413,0.0340772
1.55993,0.121585,0.0340772
1.56093,0.121756,0.0340772
1.56193,0.121926,0.0340772
1.56293,0.122094,0.0340772
1.56393,0.122262,0.0340772
1.56493,0.122428,0.0340773
1.56593,0.122593,0.0340773
1.56693,0.122756,0.0340773
1.56793,0.122919,0.0340773
1.56894,0.123079,0.0340773
1.56994,0.123239,0.0340773
1.57094,0.123397,0.0340774
1.57194,0.123554,0.0340774
1.57294,0.123709,0.0340774
1.57394,0.123862,0.0340774
1.57494,0.124015,0.0340775
1.57594,0.124165,0.0340775
1.57694,0.124314,0.0340775
1.57794,0.124461,0.0340775
1.57894,0.124607,0.0340776
1.57994,0.124751,0.0340776
1.58094,0.124894,0.0340776
1.58195,0.125035,0.0340777
1.58295,0.125174,0.0340777
1.58395,0.125311,0.0340778
1.58495,0.125446,0.0340778
1.58595,0.12558,0.0340778
1.58695,0.125712,0.0340779
1.58795,0.125842,0.0340779
1.58895,0.12597,0.034078
1.58995,0.126096,0.034078
1.59095,0.126221,0.034078
1.59195,0.126343,0.0340781
1.59295,0.126464,0.0340781
1.59396,0.126582,0.0340782
1.59496,0.126699,0.0340782
1.59596,0.126814,0.0340783
1.59696,0.126926,0.0340783
1.59796,0.127037,0.0340784
1.59896,0.127145,0.0340784
1.59996,0.127252,0.0340785
1.60096,0.127356,0.0340785
1.60196,0.127458,0.0340786
1.60296,0.127559,0.0340787
1.60396,0.127657,0.0340787
1.60496,0.127752,0.0340788
1.60596,0.127846,0.0340788
1.60697,0.127938,0.0340789
1.60797,0.128027,0.034079
1.60897,0.128114,0.034079
1.60997,0.128199,0.0340791
1.61097,0.128282,0.0340792
1.61197,0.128363,0.0340792
1.61297,0.128441,0.0340793
1.61397,0.128517,0.0340794
1.61497,0.128591,0.0340794
1.61597,0.128662,0.0340795
1.61697,0.128732,0.0340796
1.61797,0.128799,0.0340796
1.61898,0.128863,0.0340797
1.61998,0.128926,0.0340798
1.62098,0.128986,0.0340798
1.62198,0.129043,0.0340799
1.62298,0.129099,0.03408
1.62398,0.129152,0.0340801
1.62498,0.129203,0.0340802
1.62598,0.129251,0.0340802
1.62698,0.129297,0.0340803
1.62798,0.129341,0.0340804
1.62898,0.129382,0.0340805
1.62998,0.129421,0.0340806
1.63098,0.129458,0.0340806
1.63199,0.129492,0.0340807
1.63299,0.129524,0.0340808
1.63399,0.129554,0.0340809
1.63499,0.129581,0.034081
1.63599,0.129606,0.0340811
1.63699,0.129628,0.0340811
1.63799,0.129649,0.0340812
1.63899,0.129666,0.0340813
1.63999,0.129682,0.0340814
1.64099,0.129695,0.0340815
1.64199,0.129705,0.0340816
1.64299,0.129714,0.0340817
1.644,0.12972,0.0340818
1.645,0.129723,0.0340819
1.646,0.129725,0.034082
1.647,0.129724,0.0340821
1.648,0.12972,0.0340822
1.649,0.129714,0.0340823
1.65,0.129706,0.0340824
